prompt,gold_label,predicted,confidence,abstain,threshold
"restake 1.814313 BTC with pendle on avalanche — this minute, safe mode",stake_asset,stake_asset,1.0000,False,0.7
provide 4522 USDC on rocket pool — asap,deposit_asset,deposit_asset,1.0000,False,0.7
harvest yield from yearn on avalanche,claim_rewards,claim_rewards,1.0000,False,0.7
unstow 15.2811 ETH from uniswap on avalanche — use normal gas,withdraw_asset,withdraw_asset,0.9172,False,0.7
undelegate 2916 USDC on balancer (avalanche) — high yield mode,unstake_asset,unstake_asset,0.9792,False,0.7
draw 9.7318 MATIC from aave on optimism using AAVE as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
pay back 5.1575 WETH to aave on arbitrum,repay_asset,repay_asset,1.0000,False,0.7
market swap 0.99158 BTC->ARB using sushiswap on ethereum,swap_asset,swap_asset,0.9885,False,0.7
borrow 6581 DAI from compound on base using BTC as collateral — today,borrow_asset,borrow_asset,1.0000,False,0.7
undelegate 40.3868 AVAX on yearn (solana),unstake_asset,unstake_asset,1.0000,False,0.7
deposit 3840.4134 ARB into maker on base,deposit_asset,deposit_asset,1.0000,False,0.7
redeem 34.1765 SOL from aave (polygon),withdraw_asset,withdraw_asset,0.9744,False,0.7
collect incentives at uniswap (optimism) — immediately,claim_rewards,claim_rewards,1.0000,False,0.7
convert 1743.1093 ARB into SOL via balancer on arbitrum,swap_asset,,0.6667,True,0.7
claim rewards on rocket pool (optimism) — ok with higher gas,claim_rewards,claim_rewards,1.0000,False,0.7
fund maker with 2.136361 BTC (optimism) — today,deposit_asset,deposit_asset,1.0000,False,0.7
stake 36.6853 SOL on curve (avalanche),stake_asset,stake_asset,0.9120,False,0.7
lock 40.4244 SOL in balancer on solana — right away,stake_asset,stake_asset,0.9372,False,0.7
claim staking rewards on aave ethereum — ok with higher gas,claim_rewards,claim_rewards,1.0000,False,0.7
close debt: repay 2496.4524 ARB at compound ethereum — use normal gas,repay_asset,repay_asset,0.9077,False,0.7
borrow 4335.7025 LINK from aave on arbitrum,borrow_asset,borrow_asset,0.9778,False,0.7
put 22365 DAI into balancer — use normal gas,deposit_asset,deposit_asset,0.9192,False,0.7
add liquidity: deposit 5616 USDC to lido (arbitrum) — right away,deposit_asset,deposit_asset,1.0000,False,0.7
open debt: 14888 USDC on maker polygon — right away,borrow_asset,borrow_asset,0.8571,False,0.7
move 4596.5696 AAVE into compound on avalanche — immediately,deposit_asset,deposit_asset,0.7083,False,0.7
take a loan of 40.9539 ETH via maker (solana) using LINK as collateral — high yield mode,borrow_asset,borrow_asset,1.0000,False,0.7
withdraw staked 6307 USDT from lido arbitrum,unstake_asset,unstake_asset,0.7972,False,0.7
trade 24308 USDC for SOL on curve (optimism) — ok with higher gas,swap_asset,swap_asset,1.0000,False,0.7
put 17428 USDT into yearn,deposit_asset,deposit_asset,0.9524,False,0.7
swap 8359 DAI to WBTC on sushiswap solana,swap_asset,swap_asset,0.9778,False,0.7
stake 7456 DAI on yearn (polygon),stake_asset,stake_asset,0.9663,False,0.7
open debt: 1.959491 WBTC on compound polygon using USDT as collateral — use normal gas,borrow_asset,borrow_asset,1.0000,False,0.7
claim staking rewards on lido base,claim_rewards,claim_rewards,0.9433,False,0.7
"unlock 0.754534 BTC at rocket pool (solana) — today, use fast gas, normal mode",unstake_asset,unstake_asset,0.9885,False,0.7
top up rocket pool with 2282.1696 LINK on polygon,deposit_asset,deposit_asset,1.0000,False,0.7
"unstake 5.9575 ETH from yearn on arbitrum — today, normal mode",unstake_asset,unstake_asset,1.0000,False,0.7
"move 37.0904 MATIC into compound on ethereum — immediately, minimize gas",deposit_asset,,0.5417,True,0.7
close debt: repay 30.2738 MATIC at aave avalanche,repay_asset,repay_asset,0.7721,False,0.7
put 3.9924 WETH into stargate — high yield mode,deposit_asset,deposit_asset,1.0000,False,0.7
convert 31.632 MATIC into USDC via balancer on ethereum with slippage 0.1% — right away,swap_asset,swap_asset,0.9885,False,0.7
restake 18275 DAI with pendle on arbitrum — minimize gas,stake_asset,stake_asset,0.9884,False,0.7
take a loan of 22912 DAI via compound (ethereum) using ARB as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
cash out 21616 USDC from curve (arbitrum) — this minute,withdraw_asset,withdraw_asset,1.0000,False,0.7
open debt: 10332 USDT on aave optimism using BTC as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
"market swap 20.787 WETH->USDC using sushiswap on solana — this minute, minimize gas",swap_asset,swap_asset,1.0000,False,0.7
unstake 0.530491 BTC from yearn on solana,unstake_asset,unstake_asset,1.0000,False,0.7
pay back 22.5018 AVAX to compound on ethereum — safe mode,repay_asset,repay_asset,1.0000,False,0.7
pay back 17.1154 MATIC to aave on avalanche,repay_asset,repay_asset,1.0000,False,0.7
"move 21666 DAI into maker on solana — today, use fast gas",deposit_asset,deposit_asset,1.0000,False,0.7
lock 10867 DAI in lido on avalanche — safe mode,stake_asset,stake_asset,0.8563,False,0.7
delegate 13.054 SOL to pendle (optimism) — safe mode,stake_asset,stake_asset,1.0000,False,0.7
close debt: repay 3642.3303 LINK at compound avalanche,repay_asset,repay_asset,0.9744,False,0.7
borrow 10.7445 SOL from compound on avalanche using USDC as collateral — right away,borrow_asset,borrow_asset,1.0000,False,0.7
repay 1008.6208 ARB on aave (ethereum) — this minute,repay_asset,repay_asset,1.0000,False,0.7
trade 982.4697 LINK for USDC on balancer (avalanche) — use fast gas,swap_asset,swap_asset,1.0000,False,0.7
"pay back 0.757973 WBTC to aave on ethereum — this minute, ok with higher gas",repay_asset,repay_asset,1.0000,False,0.7
withdraw 1.793539 BTC from curve on avalanche,withdraw_asset,withdraw_asset,0.8944,False,0.7
restake 47.7953 SOL with yearn on ethereum — right away,stake_asset,stake_asset,0.9663,False,0.7
undelegate 4337.4694 ARB on balancer (base) — ok with higher gas,unstake_asset,unstake_asset,1.0000,False,0.7
withdraw staked 1.522862 BTC from rocket pool ethereum — immediately,unstake_asset,unstake_asset,0.8540,False,0.7
open debt: 38.5088 MATIC on aave solana,borrow_asset,borrow_asset,1.0000,False,0.7
swap 2.241176 BTC to LINK on balancer base — asap,swap_asset,swap_asset,1.0000,False,0.7
cash out 1.528113 BTC from pendle (optimism),withdraw_asset,withdraw_asset,0.9885,False,0.7
undelegate 0.8015 MATIC on rocket pool (optimism) — use normal gas,unstake_asset,unstake_asset,1.0000,False,0.7
lock 10683 DAI in lido on ethereum,stake_asset,stake_asset,0.8563,False,0.7
top up maker with 831.6388 ARB on optimism,deposit_asset,deposit_asset,1.0000,False,0.7
withdraw 836.3731 ARB from maker on polygon,withdraw_asset,withdraw_asset,0.9921,False,0.7
draw 18096 DAI from compound on polygon,borrow_asset,,0.5417,True,0.7
close debt: repay 1.990913 BTC at aave avalanche,repay_asset,repay_asset,0.9188,False,0.7
"reduce loan by 33.6087 SOL on maker (base) — now, minimize gas",repay_asset,repay_asset,0.9744,False,0.7
"restake 37.1419 AVAX with yearn on base — ok with higher gas, high yield mode",stake_asset,stake_asset,0.8278,False,0.7
unstake 902.0628 AAVE from balancer on solana,unstake_asset,unstake_asset,1.0000,False,0.7
market swap 3852.6797 LINK->AVAX using curve on ethereum,swap_asset,swap_asset,0.9663,False,0.7
market swap 2216.5026 OP->ARB using sushiswap on solana with slippage 0.5% — today,swap_asset,swap_asset,1.0000,False,0.7
pull out 4163.8993 OP from maker — immediately,withdraw_asset,withdraw_asset,1.0000,False,0.7
delegate 21831 USDC to curve (solana),stake_asset,stake_asset,1.0000,False,0.7
claim staking rewards on lido avalanche,claim_rewards,claim_rewards,1.0000,False,0.7
repay 3220.8855 AAVE on compound (arbitrum),repay_asset,repay_asset,0.9744,False,0.7
withdraw 1643.4164 ARB from sushiswap on solana,withdraw_asset,withdraw_asset,0.9675,False,0.7
trade 49.7114 AVAX for ARB on curve (arbitrum),swap_asset,swap_asset,0.9631,False,0.7
cash out 2559.5023 ARB from balancer (arbitrum),withdraw_asset,withdraw_asset,1.0000,False,0.7
claim rewards on rocket pool (ethereum),claim_rewards,claim_rewards,1.0000,False,0.7
remove 2157 DAI from balancer,withdraw_asset,withdraw_asset,1.0000,False,0.7
delegate 2.043607 BTC to lido (optimism),stake_asset,stake_asset,1.0000,False,0.7
take a loan of 5493 USDC via aave (arbitrum) — high yield mode,borrow_asset,borrow_asset,1.0000,False,0.7
pay back 3950.7462 ARB to compound on base — ok with higher gas,repay_asset,repay_asset,1.0000,False,0.7
withdraw 1910.5429 ARB from compound on ethereum — ok with higher gas,withdraw_asset,withdraw_asset,0.9530,False,0.7
pay back 46.8749 AVAX to maker on optimism,repay_asset,repay_asset,1.0000,False,0.7
claim staking rewards on curve base,claim_rewards,claim_rewards,1.0000,False,0.7
borrow 4364.6921 AAVE from maker on base using OP as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
claim staking rewards on stargate avalanche — this minute,claim_rewards,claim_rewards,0.9784,False,0.7
unstake 2128.1866 ARB from balancer on solana,unstake_asset,unstake_asset,1.0000,False,0.7
"claim rewards on maker (avalanche) — this minute, normal mode",claim_rewards,claim_rewards,1.0000,False,0.7
"draw 14936 USDT from compound on optimism using OP as collateral — right away, use fast gas",borrow_asset,borrow_asset,1.0000,False,0.7
"delegate 45.5219 MATIC to curve (solana) — this minute, use fast gas",stake_asset,stake_asset,1.0000,False,0.7
unstow 42.3329 ETH from uniswap on avalanche,withdraw_asset,withdraw_asset,1.0000,False,0.7
open debt: 19.9967 AVAX on compound base using AAVE as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
deposit 880.7406 ARB into sushiswap on solana — asap,deposit_asset,deposit_asset,1.0000,False,0.7
take a loan of 4531.0125 AAVE via aave (base) — minimize gas,borrow_asset,borrow_asset,0.9498,False,0.7
convert 12.558 ETH into OP via curve on solana,swap_asset,,0.6023,True,0.7
withdraw 23.8393 SOL from yearn on arbitrum — high yield mode,withdraw_asset,withdraw_asset,1.0000,False,0.7
provide 0.216446 WBTC on aave — this minute,deposit_asset,deposit_asset,0.7083,False,0.7
fund uniswap with 1.195977 WBTC (arbitrum),deposit_asset,deposit_asset,1.0000,False,0.7
undelegate 48.7483 MATIC on lido (optimism) — right away,unstake_asset,unstake_asset,0.9815,False,0.7
undelegate 2515.9947 AAVE on lido (optimism),unstake_asset,unstake_asset,0.9815,False,0.7
swap 17.2136 SOL to ARB on curve avalanche — normal mode,swap_asset,swap_asset,0.7083,False,0.7
draw 1.375626 BTC from maker on polygon,borrow_asset,borrow_asset,0.7083,False,0.7
harvest yield from compound on avalanche — asap,claim_rewards,claim_rewards,1.0000,False,0.7
cash out 2476.5328 OP from balancer (optimism) — today,withdraw_asset,withdraw_asset,1.0000,False,0.7
"withdraw staked 39.1765 WETH from curve polygon — use fast gas, normal mode",unstake_asset,unstake_asset,1.0000,False,0.7
draw 3316.3278 AAVE from aave on avalanche,borrow_asset,borrow_asset,0.8843,False,0.7
withdraw staked 41.2277 SOL from lido solana,unstake_asset,unstake_asset,0.8940,False,0.7
cash out 6.0141 WETH from yearn (optimism) — minimize gas,withdraw_asset,withdraw_asset,1.0000,False,0.7
swap 2.7515 ETH to AVAX on balancer optimism,swap_asset,swap_asset,0.9854,False,0.7
withdraw staked 11.012 ETH from rocket pool ethereum,unstake_asset,unstake_asset,0.8495,False,0.7
remove 24849 USDC from sushiswap,withdraw_asset,withdraw_asset,1.0000,False,0.7
reduce loan by 19149 USDT on maker (solana) — ok with higher gas,repay_asset,repay_asset,0.9741,False,0.7
"unstake 1.5498 SOL from balancer on optimism — minimize gas, normal mode",unstake_asset,unstake_asset,1.0000,False,0.7
pay back 3184.8844 LINK to aave on base — minimize gas,repay_asset,repay_asset,1.0000,False,0.7
draw 22228 USDT from aave on arbitrum using OP as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
claim staking rewards on uniswap avalanche — use fast gas,claim_rewards,claim_rewards,0.9833,False,0.7
"unlock 3460 DAI at rocket pool (arbitrum) — asap, safe mode",unstake_asset,unstake_asset,1.0000,False,0.7
unstow 2.054139 BTC from curve on avalanche,withdraw_asset,withdraw_asset,1.0000,False,0.7
trade 4147 DAI for AAVE on sushiswap (ethereum) — use normal gas,swap_asset,swap_asset,0.9663,False,0.7
repay 1429.5835 ARB on compound (ethereum),repay_asset,repay_asset,1.0000,False,0.7
"unlock 2983.0088 LINK at curve (ethereum) — immediately, ok with higher gas",unstake_asset,unstake_asset,1.0000,False,0.7
reduce loan by 3031.5306 ARB on compound (solana),repay_asset,repay_asset,0.9077,False,0.7
delegate 29.7262 ETH to lido (ethereum),stake_asset,stake_asset,1.0000,False,0.7
unstake 0.138242 BTC from lido on optimism,unstake_asset,unstake_asset,0.9885,False,0.7
delegate 2.299873 WBTC to yearn (solana) — ok with higher gas,stake_asset,stake_asset,1.0000,False,0.7
redeem 41.6698 ETH from curve (solana) — now,withdraw_asset,withdraw_asset,1.0000,False,0.7
remove 39.9613 SOL from rocket pool — asap,withdraw_asset,withdraw_asset,0.8986,False,0.7
remove 2085.9783 AAVE from maker,withdraw_asset,withdraw_asset,0.8603,False,0.7
pay back 5.4347 ETH to maker on solana,repay_asset,repay_asset,1.0000,False,0.7
undelegate 31.1914 WETH on lido (ethereum),unstake_asset,unstake_asset,1.0000,False,0.7
stake 39.3834 WETH on lido (base),stake_asset,stake_asset,0.8219,False,0.7
"unstake 1243.2014 LINK from curve on arbitrum — right away, use fast gas, safe mode",unstake_asset,unstake_asset,0.9792,False,0.7
open debt: 1473.266 ARB on compound arbitrum using DAI as collateral — minimize gas,borrow_asset,borrow_asset,1.0000,False,0.7
"fund stargate with 45.9987 MATIC (arbitrum) — minimize gas, safe mode",deposit_asset,deposit_asset,1.0000,False,0.7
lock 3164.2789 ARB in curve on avalanche,stake_asset,stake_asset,0.9530,False,0.7
reduce loan by 14143 USDC on maker (base),repay_asset,repay_asset,0.9744,False,0.7
claim rewards on rocket pool (optimism) — use fast gas,claim_rewards,claim_rewards,1.0000,False,0.7
open debt: 5.7035 WETH on maker polygon using WETH as collateral,borrow_asset,borrow_asset,0.9316,False,0.7
withdraw 28.6731 SOL from lido on solana — normal mode,withdraw_asset,withdraw_asset,0.7140,False,0.7
pull out 37.3002 AVAX from uniswap — use normal gas,withdraw_asset,withdraw_asset,0.9254,False,0.7
withdraw 35.8099 AVAX from pendle on optimism — immediately,withdraw_asset,withdraw_asset,0.9184,False,0.7
swap 1378.0017 LINK to ETH on sushiswap avalanche with slippage 0.2%,swap_asset,swap_asset,0.9663,False,0.7
move 45.2651 WETH into stargate on avalanche — use fast gas,deposit_asset,deposit_asset,1.0000,False,0.7
draw 3052.4333 OP from aave on arbitrum,borrow_asset,borrow_asset,1.0000,False,0.7
harvest yield from maker on ethereum — high yield mode,claim_rewards,claim_rewards,1.0000,False,0.7
"market swap 646.4036 AAVE->AVAX using uniswap on solana with slippage 1% — immediately, minimize gas",swap_asset,swap_asset,1.0000,False,0.7
fund uniswap with 17696 USDT (arbitrum) — now,deposit_asset,deposit_asset,0.7083,False,0.7
draw 5087 USDC from maker on solana using AVAX as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
"remove 0.341144 WBTC from compound — now, use fast gas",withdraw_asset,withdraw_asset,1.0000,False,0.7
stake 3884.292 OP on balancer (avalanche),stake_asset,stake_asset,0.9833,False,0.7
withdraw staked 38.5938 ETH from rocket pool arbitrum,unstake_asset,unstake_asset,1.0000,False,0.7
delegate 31.3167 AVAX to balancer (avalanche),stake_asset,stake_asset,1.0000,False,0.7
"lock 20212 USDT in curve on arbitrum — today, minimize gas",stake_asset,stake_asset,0.9444,False,0.7
"draw 24.7845 WETH from aave on polygon — this minute, safe mode",borrow_asset,,0.4167,True,0.7
redeem 18164 USDC from stargate (base),withdraw_asset,withdraw_asset,1.0000,False,0.7
borrow 19.989 ETH from compound on polygon — today,borrow_asset,borrow_asset,1.0000,False,0.7
trade 17002 DAI for USDT on uniswap (solana),swap_asset,swap_asset,0.9815,False,0.7
redeem 1.648874 BTC from yearn (avalanche),withdraw_asset,withdraw_asset,1.0000,False,0.7
close debt: repay 3371.6521 AAVE at maker ethereum — immediately,repay_asset,repay_asset,0.9003,False,0.7
reduce loan by 22.2941 SOL on compound (base) — asap,repay_asset,repay_asset,0.9744,False,0.7
reduce loan by 0.534689 WBTC on compound (solana),repay_asset,repay_asset,0.9003,False,0.7
restake 18.446 MATIC with curve on ethereum — high yield mode,stake_asset,stake_asset,1.0000,False,0.7
harvest yield from yearn on base — this minute,claim_rewards,claim_rewards,0.9792,False,0.7
pay back 14238 DAI to aave on solana — asap,repay_asset,repay_asset,1.0000,False,0.7
undelegate 12673 USDT on pendle (solana) — this minute,unstake_asset,unstake_asset,0.9606,False,0.7
open debt: 769.7594 AAVE on maker ethereum using ETH as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
repay 3112.0583 AAVE on compound (avalanche),repay_asset,repay_asset,0.9744,False,0.7
collect incentives at curve (avalanche),claim_rewards,claim_rewards,1.0000,False,0.7
"delegate 19405 USDC to lido (base) — immediately, use fast gas",stake_asset,stake_asset,0.9885,False,0.7
unlock 3043.568 AAVE at rocket pool (polygon),unstake_asset,unstake_asset,1.0000,False,0.7
stake 42.0593 WETH on pendle (ethereum),stake_asset,stake_asset,0.8375,False,0.7
restake 16.5747 MATIC with yearn on polygon,stake_asset,stake_asset,1.0000,False,0.7
reduce loan by 2035.0227 LINK on aave (arbitrum) — high yield mode,repay_asset,repay_asset,0.9744,False,0.7
collect incentives at rocket pool (avalanche) — asap,claim_rewards,claim_rewards,1.0000,False,0.7
claim staking rewards on pendle base,claim_rewards,claim_rewards,0.9524,False,0.7
close debt: repay 2.212458 WBTC at aave avalanche — safe mode,repay_asset,repay_asset,0.8111,False,0.7
fund compound with 47.567 MATIC (arbitrum),deposit_asset,deposit_asset,1.0000,False,0.7
claim rewards on pendle (base),claim_rewards,claim_rewards,1.0000,False,0.7
restake 2936.3032 OP with pendle on polygon — immediately,stake_asset,stake_asset,1.0000,False,0.7
borrow 19238 USDT from compound on base using WBTC as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
claim rewards on yearn (solana),claim_rewards,claim_rewards,1.0000,False,0.7
undelegate 15.4939 SOL on pendle (optimism),unstake_asset,unstake_asset,1.0000,False,0.7
repay 18378 USDC on maker (avalanche),repay_asset,repay_asset,0.9744,False,0.7
move 22.6052 AVAX into uniswap on polygon,deposit_asset,deposit_asset,0.8280,False,0.7
provide 30.3734 MATIC on balancer — normal mode,deposit_asset,,0.5939,True,0.7
repay 344.0234 ARB on maker (polygon),repay_asset,repay_asset,1.0000,False,0.7
redeem 23.9668 WETH from lido (base),withdraw_asset,withdraw_asset,1.0000,False,0.7
repay 1252.6631 OP on compound (optimism),repay_asset,repay_asset,1.0000,False,0.7
withdraw staked 23076 USDC from balancer ethereum,unstake_asset,,0.5684,True,0.7
open debt: 44.2437 MATIC on aave base,borrow_asset,borrow_asset,1.0000,False,0.7
market swap 13.9424 SOL->AVAX using curve on arbitrum — high yield mode,swap_asset,swap_asset,1.0000,False,0.7
restake 0.224765 WBTC with lido on solana — ok with higher gas,stake_asset,stake_asset,0.9009,False,0.7
lock 39.8719 WETH in balancer on base,stake_asset,stake_asset,0.9530,False,0.7
draw 7640 USDC from compound on polygon using WETH as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
provide 34.6571 SOL on sushiswap — use normal gas,deposit_asset,deposit_asset,0.7476,False,0.7
repay 6.9144 AVAX on aave (solana) — use normal gas,repay_asset,repay_asset,0.9744,False,0.7
withdraw staked 0.636676 WBTC from curve solana — safe mode,unstake_asset,unstake_asset,1.0000,False,0.7
reduce loan by 3346.6352 AAVE on maker (ethereum),repay_asset,repay_asset,0.8447,False,0.7
withdraw staked 0.559566 BTC from yearn optimism — normal mode,unstake_asset,unstake_asset,0.9792,False,0.7
stake 39.2337 AVAX on lido (optimism) — high yield mode,stake_asset,stake_asset,0.8890,False,0.7
draw 1352.9759 ARB from aave on polygon using AAVE as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
"pay back 1974.1426 OP to compound on base — immediately, use normal gas",repay_asset,,0.4167,True,0.7
stake 18.2471 WETH on rocket pool (solana) — minimize gas,stake_asset,stake_asset,0.9885,False,0.7
delegate 2.417635 WBTC to curve (base),stake_asset,stake_asset,1.0000,False,0.7
provide 11885 DAI on aave,deposit_asset,deposit_asset,1.0000,False,0.7
repay 4176.1421 AAVE on compound (optimism),repay_asset,repay_asset,1.0000,False,0.7
claim rewards on lido (solana) — high yield mode,claim_rewards,claim_rewards,1.0000,False,0.7
"undelegate 579.0831 ARB on yearn (base) — right away, use fast gas",unstake_asset,unstake_asset,0.9792,False,0.7
claim rewards on rocket pool (solana),claim_rewards,claim_rewards,1.0000,False,0.7
stake 1.474492 WBTC on curve (ethereum),stake_asset,stake_asset,0.9663,False,0.7
lock 19.6595 WETH in lido on polygon — high yield mode,stake_asset,stake_asset,0.9833,False,0.7
market swap 7187 DAI->AVAX using uniswap on avalanche with slippage 1%,swap_asset,swap_asset,1.0000,False,0.7
unstow 0.092345 BTC from uniswap on base — safe mode,withdraw_asset,withdraw_asset,0.9885,False,0.7
remove 1202.0152 ARB from aave — safe mode,withdraw_asset,withdraw_asset,1.0000,False,0.7
pay back 11.2201 WETH to aave on avalanche,repay_asset,repay_asset,1.0000,False,0.7
repay 1582.2183 ARB on compound (avalanche) — safe mode,repay_asset,repay_asset,1.0000,False,0.7
market swap 4841.9676 OP->WETH using uniswap on avalanche with slippage 0.2% — use normal gas,swap_asset,swap_asset,1.0000,False,0.7
withdraw staked 15630 DAI from pendle ethereum,unstake_asset,,0.6978,True,0.7
swap 24731 USDT to MATIC on uniswap polygon with slippage 0.2%,swap_asset,swap_asset,1.0000,False,0.7
"redeem 0.898768 BTC from curve (polygon) — right away, ok with higher gas",withdraw_asset,withdraw_asset,1.0000,False,0.7
"redeem 19269 USDC from yearn (base) — today, use normal gas, safe mode",withdraw_asset,withdraw_asset,1.0000,False,0.7
"convert 1238.3256 OP into BTC via balancer on ethereum — immediately, normal mode",swap_asset,,0.4167,True,0.7
market swap 8.184 SOL->AVAX using balancer on solana — immediately,swap_asset,swap_asset,1.0000,False,0.7
harvest yield from balancer on base,claim_rewards,claim_rewards,1.0000,False,0.7
"delegate 31.7877 MATIC to pendle (base) — asap, safe mode",stake_asset,stake_asset,1.0000,False,0.7
cash out 4066.1266 OP from maker (ethereum),withdraw_asset,withdraw_asset,1.0000,False,0.7
lock 2.8816 AVAX in balancer on arbitrum,stake_asset,stake_asset,1.0000,False,0.7
take a loan of 7168 DAI via aave (solana),borrow_asset,borrow_asset,1.0000,False,0.7
delegate 2311.4093 AAVE to balancer (ethereum),stake_asset,stake_asset,1.0000,False,0.7
swap 16214 DAI to BTC on curve base,swap_asset,swap_asset,0.9885,False,0.7
undelegate 2242.5694 AAVE on rocket pool (ethereum) — minimize gas,unstake_asset,unstake_asset,1.0000,False,0.7
reduce loan by 9871 DAI on compound (base) — minimize gas,repay_asset,repay_asset,0.9730,False,0.7
draw 17.7536 WETH from maker on ethereum using WBTC as collateral — use normal gas,borrow_asset,borrow_asset,1.0000,False,0.7
withdraw staked 20.053 AVAX from pendle arbitrum,unstake_asset,unstake_asset,1.0000,False,0.7
borrow 2399.0697 OP from aave on avalanche using BTC as collateral — right away,borrow_asset,borrow_asset,1.0000,False,0.7
remove 1.02357 BTC from uniswap — high yield mode,withdraw_asset,withdraw_asset,0.9675,False,0.7
restake 1.879993 WBTC with balancer on arbitrum,stake_asset,stake_asset,1.0000,False,0.7
claim staking rewards on rocket pool solana,claim_rewards,claim_rewards,1.0000,False,0.7
top up stargate with 2722.7896 ARB on polygon,deposit_asset,deposit_asset,1.0000,False,0.7
unstake 0.304733 BTC from rocket pool on solana,unstake_asset,unstake_asset,1.0000,False,0.7
stake 10588 DAI on balancer (avalanche) — safe mode,stake_asset,stake_asset,1.0000,False,0.7
harvest yield from rocket pool on arbitrum,claim_rewards,claim_rewards,1.0000,False,0.7
claim rewards on maker (polygon) — minimize gas,claim_rewards,claim_rewards,1.0000,False,0.7
lock 5.2718 MATIC in pendle on optimism — immediately,stake_asset,stake_asset,1.0000,False,0.7
lock 28.1068 ETH in yearn on solana,stake_asset,stake_asset,0.7413,False,0.7
delegate 3.9235 ETH to curve (arbitrum),stake_asset,stake_asset,1.0000,False,0.7
market swap 1.191279 WBTC->AVAX using curve on base — immediately,swap_asset,swap_asset,1.0000,False,0.7
claim staking rewards on lido base,claim_rewards,claim_rewards,0.9433,False,0.7
collect incentives at compound (avalanche) — high yield mode,claim_rewards,claim_rewards,1.0000,False,0.7
withdraw staked 0.085168 BTC from pendle arbitrum — use normal gas,unstake_asset,unstake_asset,1.0000,False,0.7
pay back 26.9836 SOL to compound on solana,repay_asset,repay_asset,1.0000,False,0.7
withdraw staked 4197.3259 AAVE from yearn solana — use fast gas,unstake_asset,unstake_asset,1.0000,False,0.7
move 10470 USDC into uniswap on optimism,deposit_asset,,0.5417,True,0.7
harvest yield from stargate on ethereum,claim_rewards,claim_rewards,0.9792,False,0.7
convert 6721 USDC into ETH via uniswap on avalanche,swap_asset,swap_asset,1.0000,False,0.7
claim rewards on balancer (arbitrum),claim_rewards,claim_rewards,1.0000,False,0.7
"harvest yield from uniswap on solana — today, use fast gas, safe mode",claim_rewards,claim_rewards,1.0000,False,0.7
market swap 47.9538 SOL->WETH using sushiswap on optimism,swap_asset,swap_asset,1.0000,False,0.7
claim staking rewards on balancer optimism — use fast gas,claim_rewards,claim_rewards,1.0000,False,0.7
add liquidity: deposit 4278.0354 LINK to sushiswap (ethereum),deposit_asset,deposit_asset,1.0000,False,0.7
close debt: repay 2.100498 WBTC at compound arbitrum — right away,repay_asset,repay_asset,0.8211,False,0.7
"unstake 2516.4196 ARB from lido on solana — asap, ok with higher gas",unstake_asset,unstake_asset,1.0000,False,0.7
unlock 0.882213 BTC at balancer (ethereum) — high yield mode,unstake_asset,unstake_asset,0.9606,False,0.7
draw 44.4638 SOL from compound on ethereum using MATIC as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
pay back 28.4616 AVAX to compound on ethereum,repay_asset,repay_asset,1.0000,False,0.7
repay 2180.3389 OP on maker (arbitrum),repay_asset,repay_asset,0.9744,False,0.7
claim rewards on aave (optimism),claim_rewards,claim_rewards,1.0000,False,0.7
"take a loan of 3933.7011 LINK via aave (polygon) using MATIC as collateral — asap, use normal gas, normal mode",borrow_asset,borrow_asset,1.0000,False,0.7
"undelegate 14215 USDC on curve (base) — now, high yield mode",unstake_asset,unstake_asset,0.9653,False,0.7
harvest yield from stargate on base — safe mode,claim_rewards,claim_rewards,0.9669,False,0.7
"harvest yield from balancer on base — today, normal mode",claim_rewards,claim_rewards,1.0000,False,0.7
collect incentives at maker (ethereum) — use normal gas,claim_rewards,claim_rewards,0.9744,False,0.7
convert 186.2779 LINK into USDC via curve on arbitrum — right away,swap_asset,swap_asset,0.8278,False,0.7
pull out 44.3902 MATIC from balancer,withdraw_asset,withdraw_asset,0.9675,False,0.7
withdraw staked 20544 DAI from lido avalanche — use normal gas,unstake_asset,unstake_asset,1.0000,False,0.7
stake 1.486773 BTC on curve (optimism),stake_asset,stake_asset,0.9338,False,0.7
unlock 8.6237 MATIC at yearn (solana),unstake_asset,unstake_asset,1.0000,False,0.7
open debt: 1.084246 WBTC on maker polygon using SOL as collateral,borrow_asset,borrow_asset,1.0000,False,0.7
pay back 10.96 MATIC to aave on polygon — immediately,repay_asset,repay_asset,1.0000,False,0.7
collect incentives at lido (optimism),claim_rewards,claim_rewards,1.0000,False,0.7
swap 12.7803 SOL to MATIC on curve optimism — immediately,swap_asset,swap_asset,1.0000,False,0.7
restake 49.7239 MATIC with yearn on solana,stake_asset,stake_asset,0.8933,False,0.7
